name,nickname,wins,losses,draws,height_cm,weight_kg,reach_in_cm,stance,date_of_birth,sig_strikes_landed_min,sig_strike_acc,sig_strikes_absorbed_min,sig_strike_def,avg_takedowns_landed_15_min,takedown_acc,takedown_def,avg_sub_attempt_15_min
Eric Schambari,,15,6,0,180.34,83.91,,Orthodox,22/04/1978,1.43,42,1.07,54,3,42,0,1.43
Joe Doerksen,El Dirte,51,16,0,182.88,83.91,190.5,Orthodox,09/10/1977,1.43,42,2.79,50,2.02,33,33,1.43
Stephanie Frausto,Lil Bovy,8,7,0,157.48,52.16,154.94,Orthodox,20/09/1990,1.43,21,3.57,60,0,0,0,1.43
Joe Vedepo,The Doctor,18,9,0,182.88,83.91,,Orthodox,,1.43,42,5.71,38,1.07,20,0,1.43
Koji Oishi,,25,10,10,172.72,77.11,,Orthodox,31/05/1977,1.43,9,17.86,43,0,0,0,1.43
Alexander Sarnavskiy,Tiger,35,6,0,180.34,70.31,,,,1.43,66,2.06,42,0,0,75,1.43
Mario Soto,Dr. Mario,7,2,0,182.88,65.77,,,,1.43,23,5.23,42,0,0,0,1.43
Trenell Young,Savant,11,9,0,167.64,65.77,,Orthodox,19/06/1976,1.43,22,5.13,50,1.13,20,0,1.43
Enrique Marin,Wasabi,10,4,0,177.8,77.11,,,,1.43,33,3,50,2.5,38,60,1.43
Rich Clementi,No Love,45,23,1,175.26,70.31,182.88,Southpaw,31/03/1976,1.43,37,2.29,60,1.72,42,25,1.43
Assuerio Silva,,16,8,0,177.8,109.32,,Orthodox,18/06/1974,1.42,46,4.2,54,2.66,34,25,1.42
Marcus Hicks,The Wrecking Ball,10,4,0,167.64,70.31,162.56,Southpaw,25/11/1975,1.42,43,3.06,61,2.7,53,25,1.42
Eric Wisely,Little Lee,26,9,1,172.72,65.77,,Southpaw,25/07/1984,1.42,47,2.08,56,0,0,27,1.42
Bristol Marunde,,16,10,0,185.42,77.11,190.5,Orthodox,20/04/1982,1.42,21,4.4,47,1.6,33,14,1.42
Marcus Aurelio,Maximus,22,10,0,177.8,70.31,187.96,Orthodox,18/08/1973,1.42,33,2.27,59,1.69,27,27,1.42
Jussier Formiga,,23,8,0,165.1,56.7,170.18,Orthodox,14/04/1985,1.42,39,2.34,64,1.82,35,87,1.42
Cody Pfister,The Fist,13,6,1,177.8,70.31,185.42,Orthodox,12/07/1990,1.41,25,2.8,51,2.82,30,0,1.41
Stephen Regman,,9,4,0,180.34,83.91,193.04,Orthodox,05/08/1991,1.41,60,4.93,23,3.52,100,0,1.41
John Maguire,The One,24,9,0,175.26,70.31,175.26,Southpaw,19/05/1983,1.41,41,2.44,65,2.8,46,77,1.41
Sultan Aliev,,15,3,0,180.34,77.11,187.96,Orthodox,17/09/1984,1.41,45,2.2,56,1.76,38,100,1.41
Kyle Stewart,Gunz Up,11,3,0,182.88,77.11,193.04,Orthodox,31/01/1989,1.41,35,2.42,43,1.32,20,60,1.41
Satoshi Ishii,,15,8,1,180.34,108.86,,Orthodox,19/12/1986,1.41,36,1.58,63,3.47,52,100,1.41
Marcin Held,,23,7,0,175.26,70.31,180.34,Orthodox,18/01/1992,1.41,34,2.02,47,2.46,46,37,1.41
Gerald Harris,,23,5,0,180.34,83.91,195.58,Southpaw,19/11/1979,1.41,29,1.58,62,2.96,54,72,1.41
Lewis Gonzalez,Lethal,11,3,0,177.8,77.11,,Orthodox,19/09/1987,1.4,37,1.87,41,2,33,62,1.4
Shoji Maruyama,,12,9,1,170.18,63.05,,Orthodox,24/04/1983,1.4,63,0.27,55,0,0,54,1.4
Art Santore,Pachuco,18,8,0,187.96,83.91,,,,1.4,12,7.31,52,0,0,100,1.4
Shawn Teed,,5,2,0,195.58,120.2,,Orthodox,13/02/1992,1.4,42,13.31,21,0,0,0,1.4
Santo Curatolo,,6,2,0,160.02,56.7,157.48,Southpaw,18/01/1995,1.4,39,6.07,34,2,33,100,1.4
Nick Sperling,,3,4,0,,61.23,,,,1.4,25,1.4,66,0,0,0,1.4
James Lee,,15,3,0,180.34,92.99,,Southpaw,22/09/1973,1.4,42,3.72,27,13.95,50,0,1.4
Jianping Yang,,11,4,1,170.18,65.77,,Orthodox,27/11/1988,1.4,26,2.07,65,1,25,33,1.4
Paul Ruiz,,7,4,0,167.64,61.23,,,,1.4,33,1.4,75,0,0,100,1.4
Mark Striegl,Mugen,18,4,0,172.72,65.77,177.8,Southpaw,23/06/1988,1.4,45,4.07,40,0,0,66,1.4
Sung Bin Jo,Korean Falcon,9,1,0,182.88,65.77,182.88,Orthodox,17/07/1992,1.4,33,2.67,51,1,33,83,1.4
Masaaki Satake,,1,8,1,185.42,99.79,,Orthodox,17/08/1965,1.4,35,3.76,41,0,0,58,1.4
Balajin,The Snow Leopard,23,4,0,175.26,65.77,182.88,Orthodox,31/03/1992,1.4,33,2.73,50,2,20,66,1.4
Josh Shockley,,11,4,0,185.42,70.31,,Orthodox,15/11/1989,1.4,33,1.75,60,0,0,61,1.4
Wallen Del Rosario,,8,2,0,162.56,56.7,170.18,Orthodox,18/03/1993,1.4,32,4.73,40,1,16,100,1.4
Bryanna Fissori,,2,4,0,162.56,65.77,,,,1.4,46,1.2,57,2,25,50,1.4
Mike Campbell,The Beast,13,4,0,175.26,70.31,,Southpaw,,1.4,26,1.4,63,5.26,100,0,1.4
Steve Lopez,,13,6,1,180.34,70.31,,Orthodox,30/07/1984,1.39,24,2.69,62,0,0,37,1.39
Charles Bennett,Krazy Horse,30,33,2,172.72,70.31,,Orthodox,23/11/1979,1.39,39,1.35,64,2.02,100,36,1.39
Brock Larson,,42,10,0,180.34,77.11,180.34,Southpaw,23/08/1977,1.39,46,1.5,55,2.67,34,43,1.39
Westin Wilson,,16,8,0,185.42,65.77,185.42,Southpaw,24/01/1989,1.38,50,7.59,26,0,0,0,1.38
Shane Nelson,Sugar,16,7,0,175.26,70.31,177.8,Southpaw,29/11/1984,1.38,31,2.84,61,1.31,18,54,1.38
Tae Hyun Lee,,1,2,0,198.12,133.81,,Orthodox,17/01/1975,1.37,31,3.89,54,5.15,100,0,1.37
Pedro Nobre,The Rock,18,4,2,165.1,61.23,,,,1.37,30,9.16,35,0,0,0,1.37
Rob Yundt,Monster,9,5,0,185.42,83.91,,Orthodox,05/05/1980,1.37,41,2.55,31,2.94,100,0,1.37
Tim McKenzie,,14,9,0,182.88,83.91,187.96,Orthodox,21/07/1982,1.37,54,2.96,44,0,0,28,1.37
Diego Rivas,Pitbull,10,2,0,172.72,65.77,175.26,Orthodox,11/11/1991,1.37,40,2.14,52,1.79,60,64,1.37
Antonio McKee,Mandingo,29,6,2,172.72,70.31,,Southpaw,12/03/1970,1.37,45,0.74,74,1.47,33,57,1.37
Takashi Sugiura,,1,3,0,180.34,102.06,,Southpaw,31/05/1970,1.37,40,2.08,53,1.33,66,0,1.37
Makoto Takimoto,,6,5,0,170.18,92.99,,Southpaw,08/12/1979,1.37,39,1.71,55,1.48,50,25,1.37
Philip Perez,,7,5,1,165.1,70.31,,Southpaw,,1.36,100,0.68,66,10.23,100,0,1.36
Mostapha Al-Turk,,6,6,0,187.96,111.13,195.58,Orthodox,14/07/1973,1.36,19,3.61,53,0,0,0,1.36
Antonio Braga Neto,,9,3,0,190.5,83.91,195.58,Orthodox,29/10/1987,1.36,33,3.92,45,3.07,37,0,1.36
David Abbott,Tank,10,15,0,182.88,120.2,,Switch,,1.35,30,3.55,38,1.07,33,66,1.35
Mario Piazzon,,8,0,0,175.26,120.2,185.42,Orthodox,06/04/1998,1.35,73,1.16,40,18.87,50,50,1.35
Jordan Radev,,23,5,0,170.18,83.91,,Southpaw,28/09/1976,1.35,23,2.38,66,0,0,80,1.35
Chris Tuchscherer,The Crowbar,21,4,0,187.96,117.03,193.04,Orthodox,08/09/1975,1.35,31,3.17,47,1.19,18,0,1.35
Fabio Cherant,Water Buffalo,7,4,0,185.42,92.99,187.96,Southpaw,25/11/1994,1.35,40,4.89,38,0,0,0,1.35
Josh Appelt,,15,7,0,177.8,115.67,,Southpaw,19/06/1983,1.35,40,11.5,32,0,0,33,1.35
Nick Ertl,,8,6,0,175.26,70.31,,,,1.34,69,1.59,41,1.88,50,0,1.34
Antonio Mendes,Samurai,18,13,0,190.5,92.99,195.58,Southpaw,19/04/1981,1.34,47,6.85,22,2.51,50,100,1.34
Dan Lauzon,The Upgrade,17,6,0,177.8,70.31,,Orthodox,30/03/1988,1.34,25,4.09,61,1.63,33,80,1.34
Rodrigo Gracie,,6,2,1,182.88,83.01,,Orthodox,11/04/1975,1.34,51,0.86,46,1.49,50,75,1.34
Tokimitsu Ishizawa,Kendo Ka Shin,1,5,1,182.88,83.91,,Orthodox,05/08/1968,1.34,30,2.99,59,2.74,18,0,1.34
Justin James,,13,7,0,177.8,70.31,,Orthodox,08/11/1976,1.34,36,2.68,50,0,0,50,1.34
Darren Uyenoyama,BC,10,6,0,167.64,56.7,165.1,Orthodox,15/10/1979,1.34,39,2.21,66,1.42,33,35,1.34
Murilo Bustamante,,15,8,1,187.96,83.01,,Orthodox,30/07/1966,1.33,32,1.9,60,2.46,33,54,1.33
Makwan Amirkhani,Mr. Finland,17,9,0,177.8,65.77,182.88,Southpaw,08/11/1988,1.33,44,2.98,46,3.96,43,35,1.33
Nate James,,14,8,1,182.88,83.91,,,,1.33,42,2.67,28,0,0,44,1.33
Jong Man Kim,Special Force,23,11,3,170.18,63.05,,Orthodox,03/03/1978,1.33,21,3,60,0,0,0,1.33
Jorge Patino,Macaco,38,19,2,172.72,77.11,,Orthodox,05/08/1973,1.33,30,3.14,53,0.54,25,50,1.33
Brandon Foxworth,,18,4,0,180.34,65.77,,Orthodox,28/04/1979,1.33,32,4.59,50,0,0,0,1.33
Dustin Kimura,The Diamond,11,3,0,170.18,61.23,180.34,Orthodox,21/05/1989,1.33,21,3.82,51,0.93,37,50,1.33
Matheus Scheffel,Buffa,14,7,0,187.96,92.99,190.5,Orthodox,04/11/1992,1.33,36,3,47,0,0,100,1.33
Clayton MacFarlane,,4,1,0,,77.11,,,,1.33,52,1.82,55,1.05,33,37,1.33
Micah Miller,Maverick,20,8,0,182.88,65.77,,Orthodox,14/02/1987,1.33,33,2.15,54,0.98,37,21,1.33
Alexis Dufresne,Sneaky Zebra,6,3,0,175.26,61.23,,Orthodox,31/08/1990,1.33,27,3.33,60,1.5,50,50,1.33
Nohelin Hernandez,Suave,9,4,0,177.8,61.23,180.34,Orthodox,01/03/1994,1.32,34,2.63,52,0.71,50,37,1.32
Anying Wang,,2,1,0,182.88,77.11,,Orthodox,04/04/1991,1.32,26,1.63,44,0,0,33,1.32
Hong Man Choi,Techno Goliath,4,5,0,218.44,149.69,,Orthodox,30/10/1980,1.32,26,1.46,36,0.71,100,84,1.32
Daniel Jolly,The Werewolf of Texas,5,3,0,185.42,92.99,190.5,Orthodox,03/09/1984,1.32,46,3.39,44,2.83,33,50,1.32
Johnny Sampaio,,3,1,0,172.72,77.11,,Orthodox,11/09/1975,1.32,40,2.64,50,9.89,50,0,1.32
Domingo Pilarte,Son of Fire,8,3,0,182.88,61.23,185.42,Southpaw,05/01/1990,1.31,47,2.96,40,1.2,42,54,1.31
Kyle Kurtz,,7,5,0,,77.11,,,,1.31,36,2.95,52,1.23,20,0,1.31
Chris Indich,,6,4,0,177.8,77.11,,,,1.31,30,4.32,43,0.75,50,50,1.31
Fabiano Scherner,Pegaleve,11,10,0,190.5,116.57,,Orthodox,30/06/1972,1.31,31,3.2,38,1.09,33,40,1.31
Jake O'Brien,Irish,15,4,0,190.5,92.99,193.04,Orthodox,25/09/1984,1.31,31,1.92,69,6.39,54,25,1.31
Dylan Lockard,,6,2,0,175.26,65.77,182.88,Orthodox,19/05/1992,1.31,53,3.31,52,2.31,40,28,1.31
Gabriel Silva,,8,2,0,167.64,61.23,180.34,Orthodox,26/08/1994,1.3,34,3.47,45,1.5,25,38,1.3
Bentley Syler,Bolivia,5,1,0,162.56,56.7,,Orthodox,22/12/1982,1.3,18,1.73,79,0,0,75,1.3
Pawel Nastula,,5,6,0,182.88,104.33,,Southpaw,26/06/1970,1.3,43,1.73,50,3,60,0,1.3
Scott Harper,,12,7,0,182.88,83.91,,Orthodox,14/04/1972,1.3,54,4.98,47,3.25,100,0,1.3
Fabricio Camoes,Morango,14,9,1,177.8,70.31,180.34,Orthodox,23/12/1978,1.29,33,1.85,61,2.34,32,20,1.29
Takafumi Otsuka,,22,13,2,167.64,63.05,,Orthodox,,1.29,27,2.12,67,1.64,27,65,1.29
Rodrigo de Lima,Monstro,8,3,1,170.18,70.31,,Orthodox,12/03/1991,1.29,33,5.5,32,2.66,36,0,1.29
Raul Rosas Jr.,El Nino Problema,8,1,0,175.26,61.23,170.18,Switch,08/10/2004,1.28,44,1.52,46,3.57,33,0,1.28
Zhang Lipeng,The Warrior,23,9,1,180.34,70.31,180.34,Southpaw,10/03/1990,1.28,48,1.88,53,1.75,30,69,1.28
Nate Smith,The Savage,6,1,0,167.64,56.7,175.26,Switch,09/04/1995,1.28,38,2.04,35,0,0,33,1.28
Matej Penaz,Money,6,1,0,190.5,83.91,210.82,Southpaw,14/10/1996,1.28,33,2.55,33,0,0,0,1.28
Mads Burnell,,9,3,0,172.72,65.77,175.26,Orthodox,06/03/1994,1.28,41,2.71,51,3.45,47,22,1.28
Rodrigo Ruas,,4,5,1,177.8,83.91,,Orthodox,06/10/1977,1.28,35,7,41,0,0,0,1.28
Ben Alloway,Blanco,18,8,0,180.34,77.11,193.04,Orthodox,19/02/1981,1.28,49,1.9,59,0.62,50,26,1.28
Liam McGeary,,12,2,0,198.12,92.99,,,,1.28,48,1.92,50,0.51,100,0,1.28
Victor Valenzuela,Joe Boxer,13,6,2,177.8,70.31,,,,1.28,100,2.55,0,0,0,0,1.28
Jason High,The Kansas City Bandit,21,6,0,172.72,70.31,185.42,Southpaw,12/10/1981,1.28,42,1.56,48,2.36,63,37,1.28
Shang Zhifa,Northeast Flying Tiger,32,8,0,170.18,56.7,160.02,Orthodox,15/03/1986,1.27,32,1.27,60,2,100,0,1.27
Billy Giovanella,Wolverine,9,5,0,172.72,56.7,,,,1.27,40,2.02,52,0.87,12,100,1.27
Jonathan Wiezorek,,11,2,0,190.5,113.4,,Southpaw,10/02/1978,1.27,58,5.47,31,1.91,20,0,1.27
Antonio Trocoli,Malvado,12,3,0,195.58,92.99,208.28,Orthodox,06/12/1990,1.27,71,4.56,25,3.8,100,100,1.27
Matt Lucas,Luke Duke,15,3,0,185.42,92.99,,,,1.27,48,3.93,40,1,10,0,1.27
Claudia Leite,,8,3,0,160.02,61.23,162.56,Orthodox,04/11/1996,1.27,47,1.73,57,1,25,0,1.27
Bruno Assis,Brunao,8,4,0,187.96,83.91,,Orthodox,23/05/1992,1.27,43,3.2,36,2,50,66,1.27
Luis Rodriguez,Lazy Boy,11,2,0,167.64,56.7,165.1,Orthodox,07/05/1999,1.27,37,3.2,54,2,50,100,1.27
Mike Moreno,El Palo Duro,6,5,0,182.88,83.91,,,,1.27,51,1.07,58,0,0,44,1.27
Rudy Bears,,16,15,0,180.34,77.11,,Southpaw,,1.27,29,2.53,50,0,0,0,1.27
Juan Puerta,Leadfeather,23,6,0,175.26,56.7,180.34,Southpaw,20/01/1988,1.27,39,1.27,67,1,100,0,1.27
Brian Schwartz,,1,1,0,190.5,77.11,,Orthodox,,1.27,44,0.87,45,0,0,50,1.27
Shane Howell,,13,10,0,172.72,56.7,,Orthodox,28/11/1983,1.27,32,2.55,42,0,0,20,1.27
Acacio Dos Santos,Pequeno,14,5,0,193.04,92.99,200.66,Orthodox,29/09/1991,1.27,41,1.4,43,0,0,31,1.27
Ryan McGillivray,The Kid,12,0,1,180.34,77.11,,,,1.27,20,2.2,52,0,0,44,1.27
Dean Lister,The Boogeyman,13,7,0,185.42,83.91,190.5,Orthodox,13/02/1976,1.26,35,1.89,61,1.58,15,50,1.26
Jorge de Oliveira,Blade,9,2,0,172.72,70.31,,Orthodox,22/01/1980,1.26,31,4.84,48,0,0,22,1.26
Jesse Moreng,Arturo,9,1,0,170.18,65.77,,Orthodox,09/11/1979,1.26,40,2.08,48,5.56,100,100,1.26
Chad George,Savage,16,8,0,167.64,61.23,172.72,Southpaw,30/04/1982,1.26,50,1.11,65,3.08,46,0,1.26
Aurelijus Kerpe,,11,22,0,,,,Orthodox,,1.26,16,8.21,31,0,0,0,1.26
Kazushi Sakuraba,The Gracie Hunter,26,17,1,182.88,83.91,,Southpaw,14/07/1969,1.26,41,2.03,51,1.26,31,48,1.26
Kevin Randleman,The Monster,17,16,0,177.8,92.99,,Orthodox,10/08/1971,1.26,54,1.12,57,2,56,30,1.26
Michael Graves,,6,0,1,177.8,77.11,180.34,Orthodox,08/01/1991,1.25,54,1.47,58,4.8,52,66,1.25
Shannon Gugerty,,15,7,0,177.8,70.31,180.34,Orthodox,30/12/1981,1.25,39,1.88,58,2.13,27,50,1.25
Nick Penner,The Quiet Assassin,11,3,0,193.04,92.99,,Southpaw,26/03/1980,1.25,30,4.6,38,0,0,40,1.25
Josh Haynes,Bring the Pain,14,11,0,175.26,77.11,,Orthodox,30/07/1977,1.25,22,4.03,52,0.94,18,42,1.25
Henry Miller,Sentoryu,6,16,0,170.18,122.47,,Southpaw,16/07/1969,1.25,36,2.16,54,0.55,25,60,1.25
Victor Hugo,Striker,24,4,0,170.18,61.23,180.34,Orthodox,22/11/1992,1.24,34,1.1,65,2.06,50,66,1.24
Justin Levens,The Executioner,10,7,0,180.34,83.91,,Orthodox,18/04/1980,1.24,47,3.15,37,1.69,50,33,1.24
Daermisi Zhawupasi,,7,1,0,172.72,61.23,172.72,Switch,13/03/2000,1.24,51,2.75,34,6.19,75,64,1.24
Justin Burlinson,,6,1,0,185.42,77.11,187.96,Switch,19/05/1997,1.24,40,3.09,61,0,0,100,1.24
Azamat Gashimov,,8,3,0,167.64,56.7,,Orthodox,07/04/1990,1.24,21,4.75,53,1.69,25,0,1.24
Carlos Eduardo Rocha,Ta Danado,9,4,0,177.8,77.11,185.42,Orthodox,12/07/1981,1.24,34,1.85,55,0,0,52,1.24
Zhang Tiequan,The Wolf,15,4,0,172.72,70.31,175.26,Orthodox,25/07/1978,1.23,36,2.14,51,1.95,58,75,1.23
Craig White,The Thundercat,14,9,0,187.96,77.11,193.04,Orthodox,01/07/1990,1.23,40,3.28,39,0,0,50,1.23
Dequan Townsend,The Tarantula,21,12,0,190.5,92.99,200.66,Orthodox,11/05/1986,1.23,34,3.92,38,0,0,46,1.23
Bojan Mihajlovic,,10,6,0,180.34,92.99,185.42,Orthodox,30/03/1980,1.23,35,5.95,47,0,0,33,1.23
Luiz Firmino,Buscape,19,8,0,167.64,69.85,,Orthodox,18/03/1982,1.23,50,1.22,51,3.86,45,20,1.23
Sherman Pendergarst,The Tank,11,18,0,185.42,106.59,,Orthodox,01/08/1967,1.23,36,3.08,16,4.62,100,0,1.23
Motoki Miyazawa,,7,3,0,180.34,76.2,,Southpaw,,1.23,28,3.91,61,0,0,0,1.23
Alejandro Garcia,Alex,14,10,0,170.18,65.77,,,,1.22,62,1.14,65,8.55,87,66,1.22
Alex Schoenauer,,15,10,0,190.5,83.91,,Orthodox,05/05/1976,1.22,40,2.27,42,0,0,22,1.22
Lance Gibson,Fearless,4,5,0,175.26,83.91,,Orthodox,20/11/1970,1.21,75,6.44,20,0,0,0,1.21
Alvin Cacdac,,18,13,0,167.64,56.7,,Orthodox,,1.21,66,0.61,0,0,0,0,1.21
Larissa Pacheco,,10,2,0,170.18,61.23,,Orthodox,07/09/1994,1.21,19,4.14,55,0,0,0,1.21
Vince Murdock,,12,4,0,167.64,65.77,162.56,Orthodox,21/03/1991,1.21,21,7.17,40,0,0,0,1.21
John Donaldson,J.T.,2,2,0,172.72,65.77,,,,1.21,23,4.22,51,0,0,0,1.21
Rob Sinclair,,13,5,0,172.72,70.31,,,,1.2,33,1.73,73,0,0,50,1.2
Eiji Ishikawa,,29,24,3,177.8,77.11,,,,1.2,29,4.07,60,1,9,0,1.2
James Giboo,,13,5,0,180.34,77.11,,Orthodox,06/01/1978,1.2,27,7.08,39,0,0,0,1.2
Artur Oumakhanov,,9,6,0,170.18,69.85,,Orthodox,27/02/1979,1.2,33,1.67,82,3,75,33,1.2
Darrill Schoonover,The Boss,14,8,0,187.96,99.79,,Orthodox,18/07/1985,1.2,33,4.35,38,0,0,50,1.2
Karine Gevorgyan,The Princess,3,3,0,162.56,56.7,160.02,,,1.2,20,1.8,76,0,0,0,1.2
Jason Ireland,The Irish Tornado,19,9,1,175.26,73.03,,Southpaw,30/12/1979,1.2,25,2.07,51,3.59,75,0,1.2
Stephen Ledbetter,,8,3,0,175.26,65.77,,Orthodox,30/06/1982,1.2,38,1.6,57,5,45,100,1.2
Phil Johns,,30,14,1,157.48,77.11,,Southpaw,22/10/1968,1.2,66,1.8,50,0,0,50,1.2
Semmy Schilt,Hightower,26,14,1,208.28,120.2,,Orthodox,27/10/1973,1.2,50,1.31,53,0,0,47,1.2
Steve Byrnes,The Sergeant,6,1,0,182.88,77.11,,Orthodox,,1.2,51,2.67,27,3,60,0,1.2
Josh Thornburg,,8,8,0,182.88,77.11,,,,1.2,50,3.13,38,2,66,42,1.2
Richard Dalton,,4,3,1,185.42,92.99,,Orthodox,,1.2,69,3.27,25,1,11,0,1.2
Iony Razafiarison,,2,1,0,160.02,65.77,,,,1.2,42,1.4,53,2,50,75,1.2
Tetsuji Kato,,20,10,0,,70.31,,Orthodox,,1.2,29,2.1,70,2,57,80,1.2
Jacob Volkmann,Christmas,19,7,0,175.26,70.31,180.34,Southpaw,05/09/1980,1.19,34,1.78,52,3.19,48,52,1.19
Wagnney Fabiano,The Silencer,16,4,0,167.64,65.77,175.26,Southpaw,14/07/1975,1.19,38,0.66,70,3.44,64,100,1.19
Jeremy Horn,Gumby,91,22,5,185.42,83.91,187.96,Orthodox,25/08/1975,1.19,39,1.99,55,1.83,38,29,1.19
Kit Cope,Havoc,6,7,0,182.88,77.11,,Orthodox,17/03/1977,1.18,52,2.12,35,0,0,50,1.18
Roman Zentsov,The Russian Hammer,18,12,0,185.42,104.33,,Orthodox,10/09/1973,1.18,36,0.53,70,1.6,100,33,1.18
Bruno Santos,Carioca,15,2,0,175.26,83.91,,Orthodox,17/07/1987,1.18,46,2.27,56,3,37,66,1.18
Emiliano Linares,Golden Bull,8,2,0,172.72,65.77,182.88,Orthodox,21/04/1997,1.17,28,3.59,26,0,0,33,1.17
Richardson Moreira,Rick Monstro,7,4,0,187.96,83.91,,Orthodox,31/03/1984,1.17,28,1.83,67,0,0,100,1.17
David Baron,,17,4,1,167.64,70.31,,Switch,15/02/1973,1.17,30,2.1,56,0,0,14,1.17
Pat Audinwood,Awesomely Awesome,11,2,1,182.88,70.31,,Orthodox,16/04/1986,1.17,12,4.31,41,0.8,50,0,1.17
Tor Troeng,The Hammer,16,7,1,187.96,83.91,,Orthodox,25/01/1983,1.16,46,3.26,32,0.62,7,66,1.16
Edson Drago,,11,7,0,193.04,99.79,,Orthodox,29/08/1977,1.16,40,2.39,36,0,0,55,1.16
Alexander Soldatkin,,14,4,0,187.96,113.4,190.5,Orthodox,10/06/1993,1.16,60,1.35,26,1.45,50,50,1.16
Tonya Evinger,Triple Threat,19,8,0,170.18,61.23,177.8,Orthodox,04/06/1981,1.16,42,4.02,38,0.93,30,33,1.16
Brian Warren,Mr. Unbreakable,18,17,1,182.88,83.91,,Orthodox,,1.16,21,4.63,57,0,0,0,1.16
Brad Mitchell,,4,2,0,180.34,65.77,,,,1.15,33,4.2,52,0,0,100,1.15
Jeremiah O'Neal,,13,25,0,172.72,117.93,,,,1.15,40,7.5,23,0,0,0,1.15
Del Hawkins,The Filipino Delight,22,17,0,165.1,61.23,,Orthodox,,1.15,27,2.01,46,0,0,0,1.15
Frank Megallon,,2,3,0,177.8,83.91,,Southpaw,,1.14,21,5.32,54,0,0,0,1.14
Dale Hartt,,6,3,0,177.8,70.31,175.26,Orthodox,04/04/1979,1.14,35,1.55,66,1.22,100,25,1.14
Yuki Kondo,,60,33,9,180.34,83.01,,Southpaw,17/07/1975,1.14,42,2.57,51,0.76,41,37,1.14
Kultar Gill,Black Mamba,12,8,0,182.88,69.85,,Orthodox,24/03/1979,1.14,50,0.4,41,1.71,66,38,1.14
Elvis Sinosic,The King of Rock n' Rumble,7,11,2,190.5,92.99,195.58,Orthodox,13/02/1971,1.13,37,4.6,53,0,0,0,1.13
Rodney Wallace,Shonuff the Master,26,15,1,175.26,92.99,182.88,Switch,21/11/1981,1.13,46,3.44,45,6,54,28,1.13
Jon Manley,,9,4,0,185.42,77.11,,Orthodox,07/07/1986,1.13,20,4.33,45,1,7,20,1.13
Milton Vieira,Miltinho,13,8,2,182.88,65.77,,Orthodox,04/10/1978,1.13,35,2.36,48,2.67,53,12,1.13
Keith Rockel,Rock,12,4,1,182.88,83.91,,Orthodox,,1.13,73,0.21,66,4.63,75,100,1.13
Rodolfo Rubio Perez,Fito,10,16,1,165.1,65.77,,Orthodox,29/01/1987,1.13,36,1,62,2,33,33,1.13
Jean Francois Lenogue,,16,17,3,182.88,83.91,,Orthodox,29/11/1972,1.13,34,0.27,60,0,0,33,1.13
Kevin Szaflarski,,11,2,0,195.58,117.93,195.58,Orthodox,30/12/1994,1.13,28,8.07,30,0,0,0,1.13
Rafael Dias,,17,12,2,175.26,65.77,,Orthodox,20/10/1979,1.13,27,2.19,60,3.17,47,100,1.13
Mike Bronzoulis,The Greek,18,9,1,182.88,70.31,,,,1.13,34,2.54,37,0,0,33,1.13
Jay Silva,,10,11,1,187.96,83.91,,Southpaw,,1.13,34,3.07,40,0,0,38,1.13
Randall Wallace,Braveheart,15,6,0,180.34,83.91,185.42,Orthodox,01/03/1989,1.13,38,4.11,45,2.13,50,0,1.13
Jeremy Lang,,21,2,0,180.34,92.99,,Southpaw,11/05/1975,1.13,50,1.41,42,4.22,60,0,1.13
Aliev Makhmud,,0,1,0,167.64,88.45,,Southpaw,13/02/1970,1.12,30,2.24,36,2.1,50,0,1.12
Muhammad Mokaev,The Punisher,11,0,0,170.18,56.7,177.8,Orthodox,30/07/2000,1.12,51,1.19,52,6.47,53,0,1.12
Matt Veach,,17,5,0,180.34,70.31,,Orthodox,31/05/1981,1.12,28,4.91,44,3.64,38,100,1.12
Dennis Hallman,Superman,53,20,2,175.26,70.31,182.88,Orthodox,02/12/1975,1.12,44,1.96,43,1.79,30,25,1.12
Kaloyan Kolev,,10,1,0,187.96,92.99,185.42,Orthodox,17/10/1992,1.12,45,4.49,42,10.11,60,0,1.12
Joe Hurley,,12,5,0,172.72,70.31,,,,1.12,45,3.35,56,0,0,20,1.12
Tony DeSouza,,11,4,0,182.88,77.11,177.8,Southpaw,26/07/1974,1.12,52,1.57,41,2.25,42,40,1.12
Niklas Backstrom,,11,3,0,185.42,65.77,,Orthodox,22/08/1989,1.12,41,3.65,40,2.92,80,72,1.12
Bryan Pardoe,Pain Inducer,13,16,0,185.42,92.99,,Orthodox,,1.11,36,4.59,45,4.75,40,33,1.11
Matt Horwich,Suave,30,25,1,185.42,83.91,,Orthodox,02/10/1978,1.11,62,2.16,38,0.33,9,28,1.11
John Hosman,,18,8,1,177.8,61.23,,Southpaw,13/11/1980,1.11,38,1.52,45,0,0,46,1.11
Justin Frazier,The Grizzly Bear,10,3,0,182.88,120.2,190.5,Southpaw,15/06/1989,1.11,66,6.11,4,0,0,0,1.11
Wataru Sakata,,11,14,0,175.26,88.45,,Southpaw,11/03/1973,1.11,61,2.08,31,0,0,0,1.11
David Bielkheden,,24,12,0,177.8,70.31,180.34,Orthodox,06/06/1979,1.11,57,1.64,54,2.65,63,14,1.11
